Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Relatório de Avaliação Institucional Interna;Não;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala da Coordenação Pedagógica;Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala da Direção;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala da Direção;Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Professores;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Professores;Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Recurso Multifuncional;Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Sala de Tecnologia/Informática;Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Secretaria Escolar;Sim;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Secretaria Escolar;Sim;Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Valores;;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Valores;"Esta Unidade Escolar tem como valores:\n- Valorização do ser humano e de suas experiências;\n- Formação do cidadão consciente do seu papel na sociedade;\n- Estímulo à auto superação;\n- Respeito às diferenças étnicos-culturais, sociais, religiosas e econômicas;\n- Estabelecimento de vínculo entre educação escolar, o mundo do trabalho e a prática social.";Diretores;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Visão;;Avaliadores externos;2018
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Visão;Ser reconhecida como uma unidade de ensino de referência que possa cooperar para o desenvolvimento pleno e crítico do educando desenvolve, resgatando a cidadania e favorecendo o desenvolvimento das potencialidades psico-sociais, projetos, flexibilidade do processo ensino aprendizagem para ampliar a visão crítica da realidade e o respeito mútuo.;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;APM;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;APM;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Biblioteca;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Biblioteca;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Calendário Escolar;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Calendário Escolar;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Caso haja outras informações importantes descreva abaixo;"Professores habilitados para área q atuam = Regente;\nProfessores convocados = inclui professores de Apoio.";Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Essa unidade escolar possui extensão;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Estudante Público da Educação Especial;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Grêmio Estudantil;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Grêmio Estudantil;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Laboratório(s) Científico(s);Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Livro de incineração;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Livro de incineração;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Livro tombo;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Livro tombo;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Missão;;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Missão;A Escola Estadual Carlos Drummond de Andrade tem por missão assegurar um ensino de qualidade, num ambiente de autonomia administrativa e financeira, contribuindo assim, para a formação de cidadãos críticos e consistentes capazes de agir e interagir na construção e transformação de seu meio.;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Plano de Desenvolvimento da Escola;;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores com Formação Superior que atuam em sala de aula;35;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores com Formação Superior que atuam em sala de aula;42;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores convocados que atuam em sala de aula;21;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores convocados que atuam em sala de aula;25;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores efetivos que atuam em sala de aula;17;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores efetivos que atuam em sala de aula;17;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores efetivos readaptados;0;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores efetivos readaptados;0;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores habilitados para a área que atuam;33;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores habilitados para a área que atuam;42;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;3;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores não habilitados para a área que atuam;0;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores não habilitados para a área que atuam;3;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores sem Formação Superior que atuam em sala de aula;1;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quadra de Esportes;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quadra de Esportes;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quantas extensões;0;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quantas extensões;0;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quantos estudantes da escola utilizam o transporte escolar público;14;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quantos estudantes da escola utilizam o transporte escolar público;21;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Quantos estudantes estão matriculados na(s) extensão(ões);0;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Referencial Curricular;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Referencial Curricular;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Regimento Escolar;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Regimento Escolar;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala da Coordenação Pedagógica;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala da Direção;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala da Direção;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Não;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Professores;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Professores;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Recurso Multifuncional;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Sala de Tecnologia/Informática;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Secretaria Escolar;Sim;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Secretaria Escolar;Sim;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Valores;;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Valores;A Instituição tem como valores a Inovação e a Participação incentivando a bus-ca de soluções criativas e inovadoras na solução dos desafios, valorizando o espírito cole-tivo de ações empreendedoras e flexíveis tendo como propósito tornar-se uma escola re-conhecida e como referência de um ensino de qualidade.;Diretores;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Visão;;Avaliadores externos;2018
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Visão;Por isso, a visão da escola concretiza-se pelas práticas educativas, pelo trabalho participativo, comprometido, criativo e inovador, respeitando os alunos, pais, colabora-dores, comunidades e as políticas públicas.;Diretores;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Avaliadores externos;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Diretores;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Avaliadores externos;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Diretores;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Avaliadores externos;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Diretores;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;APM;Sim;Avaliadores externos;2018
